right_ascension,declination,scale_factor,blue_base_1,blue_base_2,red_base_1,red_base_2,flux_blue_0,flux_blue_1,flux_blue_2,flux_blue_3,flux_blue_4,flux_blue_5,flux_blue_6,flux_blue_7,flux_blue_8,flux_blue_9,flux_blue_10,flux_blue_11,flux_blue_12,flux_blue_13,flux_blue_14,flux_blue_15,flux_blue_16,flux_blue_17,flux_blue_18,flux_blue_19,flux_blue_20,flux_blue_21,flux_blue_22,flux_blue_23,flux_blue_24,flux_blue_25,flux_blue_26,flux_blue_27,flux_blue_28,flux_blue_29,flux_blue_30,flux_blue_31,flux_blue_32,flux_blue_33,flux_blue_34,flux_blue_35,flux_blue_36,flux_blue_37,flux_blue_38,flux_blue_39,flux_blue_40,flux_blue_41,flux_blue_42,flux_blue_43,flux_red_0,flux_red_1,flux_red_2,flux_red_3,flux_red_4,flux_red_5,flux_red_6,flux_red_7,flux_red_8,flux_red_9,flux_red_10,flux_red_11,flux_red_12,flux_red_13,flux_red_14,flux_red_15,flux_red_16,flux_red_17,flux_red_18,flux_red_19,flux_red_20,flux_red_21,flux_red_22,flux_red_23,flux_red_24,flux_red_25,flux_red_26,flux_red_27,flux_red_28,flux_red_29,flux_red_30,flux_red_31,flux_red_32,flux_red_33,flux_red_34,flux_red_35,flux_red_36,flux_red_37,flux_red_38,flux_red_39,flux_red_40,flux_red_41,flux_red_42,flux_red_43,flux_red_44,flux_red_45,flux_red_46,flux_red_47,flux_red_48,target,split
-0.0027883396704688757,0.13423187350400823,0.0007566653313749059,0.7898668398830789,0.805323429278861,0.6842522808409361,0.669433962264151,0.1445439243593648,0.18549521709873784,0.11944835216607554,0.21664029201332533,0.2349522054223105,0.26270141134801195,0.2320960426116267,0.31955458847552115,0.37995794789705306,0.5585211950455686,0.6873491250989237,0.6990789260992695,0.6745140207763757,0.633106491590941,0.6663990456803386,0.6707067001556147,0.6924418467892735,0.712194882541761,0.6908961846080566,0.7188935044739838,0.8384248852533285,0.8804005625813489,0.8424854068245174,0.8776333674149497,0.9447331645837967,0.8761528875859925,1.000441989285279,1.109033930474855,1.003048309847896,0.9219536427912602,0.957462066660814,0.7293298636395227,0.8189328774054404,0.7207706847433942,0.6407418173839212,0.4912720577310469,0.4482441666548062,0.4232147818931777,0.5394674789357138,0.4356540779327496,0.47822436956862013,0.42181642264172947,0.452485905726792,0.36748214994989586,0.7417155781595529,0.8581091133944965,0.9418202164357398,0.9626591726302096,0.8727039167863618,0.6279014117725503,0.5171468983904282,0.49851791366148424,0.3901633001974886,0.4121424978565101,0.2633754385062606,0.21283907809176245,0.2591400334626796,0.2619353372547489,0.2784535423287172,0.18505057449687085,0.2426335995952822,0.26752062129181364,0.27560399435224814,0.19592928693574146,0.25344936058711814,0.35238710165457715,0.2352754614791672,0.2861831249534695,0.25523257840433416,0.2748639375225891,0.24586904259369272,0.251328508514219,0.19148443824408112,0.2137390197904807,0.24634993267537003,0.19839726987384515,0.2302095359871596,0.24423116006578166,0.11284382874018119,0.17282013133483107,0.2273127214636576,0.16842723472615445,0.14041742037611524,0.16223537961314652,0.2182179979858616,0.2140336961941318,0.09740133857972252,0.14007744639295275,0.1938586854761885,0.0985888252521998,0.1373189617382507,0.1263875801452981,0.185625631591026,1,test
0.0,0.1308951776089201,0.005860447174374267,0.3312763884378045,0.37542556484060663,0.1610472034906783,0.2509433962264151,0.25632188860146143,0.3065857993802121,0.29355281491797713,0.3268958287781074,0.27887808063841485,0.27855680848384967,0.21930730191918263,0.23662521512737417,0.2243952932528304,0.2070081572964698,0.22643918793903192,0.21238685476040833,0.17761846408532447,0.16908321991565092,0.17288021115289673,0.14446967584609047,0.1561862709510578,0.18355453237849698,0.212325030530034,0.25563152773094266,0.25310370667036375,0.22814691265210113,0.2543049699577233,0.33698160206408884,0.3989202345834595,0.4695040250846038,0.41689857652730555,0.378152735390608,0.3385780558540065,0.3890451971801228,0.3832028081956411,0.3046564954957366,0.368605895990742,0.34713052428611013,0.3113720280227086,0.2655761399877683,0.30870888877468955,0.4115040896292836,0.5052536304629422,0.39785199247252,0.35204942725786104,0.2935833198211645,0.23419117420622976,0.17280783027642632,0.2802120343954299,0.18913505008524262,0.2600353509609499,0.3200508518546139,0.3788960433917833,0.39477481918612134,0.400117941907855,0.38705471074830844,0.38468901061610145,0.4177938816364806,0.3709350531329199,0.40035958675055955,0.4589009511318812,0.5770198465227963,0.7420577156102066,0.793942400175438,0.7729939481975949,0.7534871316008394,0.7353544493196669,0.6732631263436667,0.7095543137769857,0.6889517095314834,0.6669251616678432,0.7002814832848961,0.6803233584301518,0.6959757305536489,0.7433612616195558,0.7728833344268005,0.7978295977499096,0.8001396487519845,0.7772007242502148,0.781352330795947,0.7377661134602025,0.7357626236544792,0.7528903412152593,0.7587943326716539,0.7833237110939757,0.8185518172146322,0.8142285693980957,0.7824169920799728,0.8116802747131409,0.8309268599505603,0.7646632490599892,0.7996990972774918,0.8174281899952532,0.7972855241572328,0.80252259057457,0.8210436313290159,0.8712543523053868,7,train
0.0014364174059993129,0.13347977389259297,0.08992448183261377,0.13478402078596946,0.0748994119467657,0.019040063466878223,0.16679245283018865,0.11542287086170545,0.10971708933325455,0.06419743823327452,0.12305468410427078,0.08761738565484967,0.09560848206080119,0.09211670640408597,0.11856038821374405,0.13010004733073297,0.15707551483963983,0.2203347708088027,0.23090365180697395,0.22606021434550955,0.2301980669428664,0.2424086529806877,0.23986715849101067,0.27212625846760585,0.2862433435837863,0.2990534443638173,0.328483503521418,0.3303173879207819,0.3353011088166146,0.34613074102311986,0.377107010076455,0.3774361899792228,0.4320777544776199,0.40402298370936407,0.3778628250410694,0.3779409831358052,0.4606004137775292,0.483933546121311,0.41320231775527716,0.5031691344446351,0.45713181560032945,0.41711062515353003,0.3662879088908162,0.37607196465108333,0.38740661432711493,0.3604966705454089,0.3113904765820644,0.32748110798581087,0.3324555138779052,0.27989349024568694,0.2077731823077057,0.33547446660741087,0.259006986979509,0.31842158613731675,0.3600619771272763,0.42380133299617573,0.3656629955293096,0.35029015871041325,0.38791124308921654,0.45989634808947105,0.5180371782395956,0.507670604863615,0.5937221278083253,0.7249180495266772,0.799758537291591,0.8660299199326247,0.8591113114577871,0.9125493024516009,0.9552108672499096,0.936793507733607,0.8447909408304048,0.8737722972821709,0.8436361003305382,0.8128412329293585,0.8260618430951097,0.8346164254297235,0.8224337950457036,0.8228886501476346,0.7802299286256896,0.7872031913815053,0.8163012314746232,0.8263568671348247,0.8420733541950712,0.7983551017759247,0.8013025606855881,0.8172639048735675,0.8071541239852792,0.7988855662971843,0.8479235248382517,0.8327585678476811,0.8024441916923932,0.8048207405924926,0.8124145281964585,0.7490851842160912,0.7644374969334832,0.7564632855828498,0.71786055567327,0.6769859259935549,0.6225029317435227,0.6402573574949806,8,test
0.011913814955640145,0.10286454447236626,0.04838207148261895,0.04059759662227996,0.06313834726090993,0.03490678302261007,0.03547169811320755,0.8359870682901128,0.9423207615962594,0.9329239378418508,0.9189721364554141,0.9018656617901998,0.8908655811246262,0.8138056901436156,0.7989701109142252,0.798089117161861,0.7981109306407196,0.7954527485374437,0.7184369114426972,0.6863760957920477,0.6583480388262889,0.6323423505937169,0.588707608325917,0.5967509270501065,0.5889608156616698,0.5654095380385004,0.5803818846384796,0.5872793017648683,0.5984295539465875,0.5876787093570974,0.5904222537457543,0.5942904955177815,0.6227930978909288,0.567149779795784,0.5054184961745388,0.5063975051829159,0.5395046088494768,0.5174122093662507,0.41868755169149696,0.4701197136201273,0.38301965681130645,0.2886642686441844,0.20801874324058167,0.19891006975427544,0.18513916428441862,0.18128481035422772,0.14892131609108672,0.18617151825513722,0.19690062062978647,0.16235746768823395,0.14286721990181694,0.6076353867939464,0.5541134532742141,0.5449585463929814,0.5098746543364812,0.417037523626678,0.2375157716067564,0.18763642130085645,0.17223332784057344,0.16134726490224632,0.17550204599740116,0.11365714530845977,0.09457095707549712,0.06590525428417043,0.07073262612402548,0.07201307620714559,0.05126852203314858,0.061145476642330554,0.02927788488932187,0.0379556483807158,0.03195033518617996,0.04193488473615692,0.03483181233468527,0.025210567797457256,0.038987275339569735,0.021533850521488693,0.040493933149078995,0.021118049426946325,0.03750147516192799,0.041040613475100934,0.019961251593358764,0.02791546133705955,0.0652950124768997,0.02582563946271879,0.00691162351223025,0.020681414378472485,0.024729016871990438,0.02547919508806011,0.037377877888087635,0.04396906497868318,0.025756176008275344,0.03701125440866759,0.0330308877389994,0.02372856734520484,0.053616502729389934,0.03919373748826946,0.016142050554432172,0.020991395220915667,0.014869602691266762,0.028057229238218864,0,train
0.021461765948457945,0.1349780040708884,0.0035162683046245603,0.43358233192594997,0.38378211080160946,0.4073780245934153,0.39773584905660375,0.5143003457948923,0.5959216300307795,0.6244680834658244,0.72626266185432,0.6940169004875395,0.6678619765456526,0.6586986516521816,0.6765417058613566,0.6166806451617227,0.6260260983987667,0.675117526092087,0.634964730429456,0.5763006819621447,0.5399919905783678,0.5724947355186774,0.511548041364381,0.5434537382304931,0.5811443038880598,0.5983086406048308,0.6343678835340703,0.6098972781664493,0.6364243278483805,0.7147712468801426,0.7381093871111237,0.7036500056076825,0.8186918972329074,0.7852006035495039,0.7006721030395002,0.7841803601127288,0.7508329270883927,0.7011481904900563,0.6317513155465561,0.7412256968644121,0.5645692422325778,0.520464252988369,0.27079309355898695,0.28733914758391504,0.3669710797837343,0.26148635832519573,0.22080498185489805,0.3267852763732425,0.2612264179999174,0.2711164743022559,0.2376403178646172,0.6419146647075998,0.686111029238477,0.75185649030963,0.7023739476649506,0.5686229052105513,0.4158920586335324,0.3916381114919769,0.30985559085442216,0.2903626788119082,0.39543738682205304,0.2581276489729582,0.2531124577708332,0.21725678845699675,0.24440403803357186,0.32152788378296726,0.19376856490200328,0.17062215982173445,0.22432453794763507,0.15753046550946595,0.17911090241869176,0.16268925834155706,0.1684104832512579,0.11799706055753342,0.1351246518882524,0.11547775395276967,0.13539619417375454,0.11738185099767737,0.13606872759877986,0.11637460300131368,0.10573269771241847,0.12612056246786396,0.1389490259586846,0.10897315354256336,0.06876983376408016,0.08425352270994173,0.08679939608798737,0.12722727244845014,0.11196554905436051,0.10971233600523433,0.09241318889565409,0.05559113966760615,0.09105999890094743,0.07344548484260963,0.10023702243554791,0.0678440627921637,0.06785880372440616,0.02863925045069286,0.05054032177506608,0.08401969516997215,3,test
0.022982678495986564,0.5131110063212181,0.011409326271123572,0.14582656706722963,0.17363045496750232,0.15390717969059897,0.15471698113207547,0.5188615265958473,0.5957816478957108,0.6528257642567129,0.7206452185636643,0.7687435197739788,0.7875904198453301,0.7809580370136189,0.8358719860511478,0.8895720784330967,0.9066079236253223,0.8613923066738408,0.8194122748527376,0.7933569655248558,0.7659560298768954,0.7383033685504465,0.6643952380586524,0.677695375415734,0.7236601559052461,0.6574490399997758,0.7165707890468213,0.7617406950318559,0.8695993587585151,0.7973412519255161,0.891710282209173,0.8072799001627474,0.7984719279256067,0.880168747188009,0.6899339449659658,0.6828894703512549,0.6543874603545674,0.6348253543107765,0.41572058129752076,0.4300965190223829,0.4029634825532584,0.22787487920297078,0.17594238816078167,0.1090428027508265,0.11978131100065009,0.06565194996710366,0.07733154163982009,0.055612766441655526,0.06596358979233946,0.052459823466986355,0.10405626915453331,0.747334032122656,0.7779612130430142,0.7897186850237649,0.6678364475435632,0.5022933752936082,0.24543135064441857,0.11391117896605618,0.11039338737716342,0.0845342413668656,0.06605161314255809,0.0042844403601527414,0.039709388705631954,0.014939046482845497,0.0,0.0,0.048684701751591064,0.006062444803081407,0.0,0.014970669673017606,0.02398868499748119,0.03900850608950707,0.04619846855607487,0.051681245037835416,0.05230634210706901,0.02186901871706963,0.03611526566495393,0.033556393013391445,0.056245871378319615,0.0394495762713635,0.03539184395985785,0.06935335313684574,0.06640736795623137,0.021766511862733914,0.02376987326367215,0.009769235662878045,0.028530299200329408,0.05116832827266232,0.04795607038293688,0.07447253672736821,0.011075804784155895,0.0106760032798788,0.04192698046211588,0.03054218066438134,0.06765963897373138,0.042113319904366925,0.006259086963995908,0.016168356184177144,0.037113445220100696,0.02733717491764117,3,train
0.023489649345162844,0.15036620088222474,0.013783178291123278,0.1399805131536213,0.15382234602290312,0.1074970249900833,0.12415094339622641,0.4377470073833094,0.5109204057021225,0.5081420680997476,0.557874241632111,0.5516502800628097,0.5369714652543475,0.5290780869378622,0.526804925847108,0.5694277243890267,0.6486602527056453,0.6893442501120082,0.7050982289177511,0.7249453348369093,0.7175722407882901,0.7153101829195938,0.6730435709003763,0.6826395943053426,0.6946196121257807,0.681693092910737,0.7344224550677483,0.7459477041070258,0.7434734137724396,0.7875826585213114,0.8302512576971885,0.812160966670577,0.8051499378013434,0.7848373404302157,0.788713171562994,0.810611414137566,0.786613159546971,0.7844843124348058,0.6053177178878918,0.6741771935931026,0.5756657685973278,0.461795906224468,0.42815494227931905,0.3326718756841331,0.34049243540485225,0.3056076724229778,0.2413389046529053,0.2899450573395329,0.2862297741640487,0.25316197781155475,0.23286526851761596,0.697060065679892,0.7424630331264359,0.8012826452672682,0.7775171744896958,0.7015739484126894,0.4920342105303792,0.3415495770210487,0.3144967057038488,0.3081970440855399,0.29322924353715546,0.22869567704713006,0.2031618887916931,0.19248324701288438,0.17646318275027945,0.16464364287323108,0.17459290807441724,0.17682074876320936,0.1286077507859471,0.15024353633861962,0.13397709062223967,0.14559683181924132,0.12478740545515277,0.12132785989878137,0.13815866064850207,0.10730888491715256,0.12199296149047506,0.11497905071263104,0.1042452761565107,0.10237573293927955,0.10229893076993479,0.10442092783475201,0.12365379033994761,0.08456353538328977,0.07938889652883122,0.08214161252220066,0.07056273678037481,0.08231291054214701,0.09609230104736663,0.09673227416393697,0.0788781618061495,0.08269047030133582,0.07651687021575232,0.07879615871192439,0.08805629203877768,0.0732387800026204,0.0354869810227539,0.05309227977420006,0.0584477925667968,0.06803352455959245,1,train
0.023912125052809596,0.15262846876100544,0.012744618032373409,0.2211757063981812,0.2701949860724234,0.11027370091233638,0.11471698113207547,0.16362707898501455,0.20569609976733655,0.16306212386070512,0.21556570911695647,0.18623352053030762,0.2317358650220014,0.2498998555367405,0.2933855077504014,0.38957469227986286,0.5043559442551789,0.6542131661432009,0.7180630396382542,0.7727029228464725,0.8158038813664104,0.838356986793829,0.8177006276700242,0.8140375142026008,0.8064892676093816,0.8135235023177031,0.8570672203411008,0.8437800587314991,0.8684283884571213,0.9051073621211415,0.9494020033890689,0.9657064761953361,0.9893386103522435,0.9580616085388204,0.910889628166841,0.9058302380445364,0.932526814040485,0.9367847609235382,0.670682060705361,0.7408250453097146,0.63414416582982,0.5594361423910437,0.4689188342875702,0.37283000913245773,0.3862665588881791,0.35474400787284965,0.34861864074567106,0.3362010273707724,0.32493946169556776,0.3208237671733479,0.26083159193946376,0.8765504888654236,0.9108585902161941,0.9874804853299745,0.8651239349450506,0.8468179440493256,0.6397666418597348,0.3755708384828377,0.3626911938970532,0.36092329459411704,0.3515910080843498,0.28973060208176177,0.24713206933662984,0.25121803440172447,0.25706790488283976,0.24055650421551755,0.19699066705059026,0.22545972447149643,0.24195280975129102,0.25117790281864216,0.2193651723212493,0.25747757834134843,0.24270041872027415,0.2182037408111848,0.226919649313004,0.21833375250406606,0.23953324954082214,0.21425165024264373,0.18716789005338913,0.18962400398718515,0.18511080108707512,0.20151120730946143,0.22855670953535304,0.16080949713264775,0.15845938106001103,0.16707019352425928,0.1668278415130243,0.16617218347000043,0.14805439371541373,0.1394604756495597,0.13783318483654344,0.13095866238855167,0.11936069631065083,0.11787077203663984,0.13756419722623014,0.12552112497046528,0.09588042062505543,0.08888134810341729,0.08246731476861387,0.12164254337131297,1,train
0.025855513307984967,0.1563889668180814,0.013545793089123306,0.1594673595323157,0.1615598885793872,0.12495041650138834,0.12037735849056604,0.798863941329342,0.9337843862448261,0.9569965100186821,0.9666829928719471,0.9706177634172091,0.9344582269014825,0.8591775342226475,0.8253757215490202,0.8146448204481636,0.7908011685833212,0.8272963353086946,0.7435302564315255,0.7053159041986784,0.6828087968860592,0.6215780887918905,0.5858470598953868,0.5930144179617562,0.5665760716970183,0.5661390291594353,0.553001703203712,0.587216258577864,0.6021095288289345,0.581410004804604,0.6081366899076264,0.5798057195590293,0.6032667521963033,0.547897017712571,0.4898973902093008,0.4500974556274651,0.5114387503840645,0.561498791472918,0.43755600123534655,0.49265859576710236,0.2528477239646607,0.2611044477130797,0.21723971272688314,0.23583646044956236,0.1898205180638946,0.19780721674128166,0.16603356216984932,0.1738699067214493,0.16903579853548206,0.1430769313406957,0.14021645890557516,0.5829674095695104,0.5420868568347156,0.552408984887748,0.49510234167267597,0.43222704886191476,0.26250158117928213,0.1556398110479017,0.12637871354912789,0.14504793327203386,0.17839127875695654,0.13249272198076267,0.07674516768969025,0.05366192962221228,0.02963651092941788,0.04589213236105477,0.053781105581238164,0.046736810730320266,0.022608536023327686,0.0212122646107695,0.01687263006612502,0.026779840282561307,0.07207464316433096,0.005188455988443363,0.017785987741061896,0.02343206282785075,0.02305204490350632,0.01714780624192566,0.022867276059324704,0.04351058404224159,-0.0002758138235199048,0.009405015295875424,0.06802650417709927,0.0306304664023591,0.02605549576944273,0.005066859117178635,-0.0030721470040006513,0.022579145923976085,0.01993816154873059,0.03507064229264462,0.035545447457431406,0.024977063420215915,0.013451844557618962,0.018353989878014742,0.061016124662471236,0.03816805935644049,-0.007321092683555075,0.024379057348205852,0.014247267879663038,0.00419678942194553,0,test
0.029657794676806182,0.048516393980815475,0.01114226791887361,0.15232218252679441,0.1671309192200557,0.12257040856802855,0.1332075471698113,0.2492839285879099,0.30130313352930505,0.31187662093288554,0.416201461376031,0.4619322781451386,0.524154268644026,0.5377592926102717,0.627497638235972,0.6916719759032818,0.7573112200128784,0.8419412873404576,0.8086466279355417,0.7923856215918075,0.7831309439172451,0.7654639576021853,0.7392377801696048,0.7552083102282713,0.7714182972773198,0.7589386965748236,0.7896312915455668,0.8092297916095346,0.851386949211708,0.8905966450021611,0.9388222046131804,0.9380985198544615,0.9542210310078536,0.9830646457263393,0.9137099392221202,0.7972792288522976,0.7510506761260383,0.741529780041239,0.5183571125320611,0.5633321621089235,0.38024377003574306,0.2668004418063127,0.16346454523152187,0.12690913075928906,0.12462272950669645,0.14497538917456632,0.09796863010048218,0.12591991347610415,0.14742978171884663,0.11806641014648106,0.07138148293922286,0.8307253064125554,0.851915404667279,0.9027820793889093,0.8068649741269547,0.6727059596775399,0.3123274419844215,0.14369831969265023,0.14364755685965414,0.15705361350330221,0.15860073266105695,0.12419166107855917,0.11968206558247924,0.09009989959193093,0.12778158208414814,0.16869799296445787,0.15902270112159805,0.19717606495147127,0.1705023167792008,0.20696122188604535,0.19017243324274763,0.20400977694311334,0.17094682001720884,0.16460149114394554,0.18291688737611145,0.17556895197668348,0.1798367493922515,0.17870443693048707,0.17513919160235342,0.17267512443049643,0.16079418547429078,0.16215104313712772,0.18989094763270142,0.13684239279451893,0.13166722293162147,0.1276885423329125,0.11977637429719468,0.12679537317981163,0.13749449231135588,0.128301279396622,0.1117688854289236,0.11457828918569342,0.11095078637919681,0.09941391651244033,0.12733892663115925,0.11700736427562258,0.08388642912533548,0.09024196043843664,0.09475524017165012,0.1069773248310765,3,train
