age,education_level,CAT_has_defaulted,account_balance,CAT_has_housing_loan,CAT_has_personal_loan,number_of_calls_in_ad_campaign,days_since_last_contact_of_previous_campaign,number_of_calls_before_this_campaign,CAT_job_admin.,CAT_job_blue-collar,CAT_job_entrepreneur,CAT_job_housemaid,CAT_job_management,CAT_job_retired,CAT_job_self-employed,CAT_job_services,CAT_job_student,CAT_job_technician,CAT_job_unemployed,CAT_job_unknown,CAT_marital_status_divorced,CAT_marital_status_married,CAT_marital_status_single,CAT_month_of_last_contact_apr,CAT_month_of_last_contact_aug,CAT_month_of_last_contact_dec,CAT_month_of_last_contact_feb,CAT_month_of_last_contact_jan,CAT_month_of_last_contact_jul,CAT_month_of_last_contact_jun,CAT_month_of_last_contact_mar,CAT_month_of_last_contact_may,CAT_month_of_last_contact_nov,CAT_month_of_last_contact_oct,CAT_month_of_last_contact_sep,target,split
0.5194805194805194,1.0,0,0.09225936484302653,1,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
0.3376623376623377,0.6666666666666666,0,0.07306665698255044,1,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,train
0.19480519480519481,0.6666666666666666,0,0.07282152779038731,1,1,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
0.3766233766233767,0.0,0,0.0864761316797705,1,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
0.19480519480519481,0.0,0,0.0728124489314183,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,train
0.2207792207792208,1.0,0,0.0749005864942894,1,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
0.12987012987012986,1.0,0,0.07686162003159444,1,1,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,train
0.31168831168831174,1.0,1,0.07282152779038731,1,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
0.5194805194805194,0.3333333333333333,0,0.07390191200769888,1,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
0.32467532467532473,0.6666666666666666,0,0.07818713344106913,1,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,test
0.29870129870129875,0.6666666666666666,0,0.0752546619940806,1,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
0.14285714285714285,0.6666666666666666,0,0.07634412507036116,1,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,train
0.45454545454545453,0.6666666666666666,0,0.07285784322626333,1,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
0.5194805194805194,0.0,0,0.07344796905924864,1,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
0.5064935064935066,0.6666666666666666,0,0.07427414522542808,1,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
0.42857142857142855,0.3333333333333333,0,0.0748824287763514,1,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
0.3506493506493507,0.0,0,0.07292139523904637,1,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,test
0.5064935064935066,0.3333333333333333,0,0.07327547073883756,1,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
0.5454545454545454,0.3333333333333333,0,0.07334810161058959,1,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
0.19480519480519481,0.6666666666666666,0,0.0728033700724493,1,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
0.12987012987012986,0.6666666666666666,0,0.07936738510703975,1,1,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
0.4935064935064935,1.0,0,0.07987580120930403,1,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,test
0.18181818181818182,0.3333333333333333,0,0.07301218382873641,1,1,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,train
0.09090909090909088,0.6666666666666666,0,0.07325731302089954,1,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
0.28571428571428575,0.3333333333333333,0,0.0728033700724493,1,1,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
0.3376623376623377,0.6666666666666666,0,0.06942603453597952,1,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
0.27272727272727276,1.0,0,0.07511847910954553,1,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,train
0.44155844155844154,0.6666666666666666,0,0.07382928113594685,1,1,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
0.3636363636363637,0.6666666666666666,0,0.07056997076607413,1,0,0.016129032258064516,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,test
0.2337662337662338,0.6666666666666666,0,0.07520926769923557,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,train
0.5064935064935066,0.6666666666666666,0,0.0804205327474443,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
0.40259740259740256,1.0,0,0.07623517876273311,1,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
0.5454545454545454,0.6666666666666666,0,0.07315744557224049,1,1,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
0.5324675324675325,0.6666666666666666,0,0.0728033700724493,1,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
0.42857142857142855,1.0,0,0.1693570352078151,1,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
0.5064935064935066,0.6666666666666666,0,0.0733753381874966,1,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
0.09090909090909088,0.6666666666666666,0,0.07273981805966627,1,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
0.45454545454545453,0.6666666666666666,0,0.0727761334955423,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
0.2337662337662338,0.6666666666666666,0,0.07739727271076571,1,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,val
0.24675324675324678,0.6666666666666666,0,0.0728033700724493,1,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,train
0.3376623376623377,0.6666666666666666,0,0.09628129936629565,1,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
0.41558441558441556,0.6666666666666666,0,0.07324823416193053,1,0,0.016129032258064516,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,val
0.5454545454545454,0.0,0,0.0737475714052258,1,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
0.4675324675324675,0.6666666666666666,0,0.07760608646705283,1,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
0.5194805194805194,0.0,0,0.07367494053347376,1,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
0.2337662337662338,0.3333333333333333,0,0.07125088518874949,1,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,train
0.5194805194805194,1.0,0,0.06949866540773156,1,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
0.3376623376623377,0.6666666666666666,0,0.0728033700724493,1,0,0.016129032258064516,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
0.4805194805194805,0.6666666666666666,0,0.0728033700724493,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,test
0.14285714285714285,1.0,0,0.0728033700724493,1,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,train
