fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,target,split
0.29166666666666674,0.4133333333333333,0.0,0.019938650306748466,0.11129568106312292,0.03472222222222222,0.06451612903225806,0.20578592092574866,0.606299212598425,0.1965317919075145,0.15384615384615397,0.33333333333333326,0,train
0.32499999999999996,0.5333333333333333,0.0,0.03067484662576687,0.14784053156146182,0.08333333333333333,0.14055299539170507,0.18649951783992336,0.3622047244094486,0.2658959537572255,0.2153846153846155,0.33333333333333326,0,test
0.32499999999999996,0.45333333333333325,0.024096385542168676,0.02607361963190184,0.13787375415282394,0.048611111111111105,0.11059907834101383,0.19035679845708842,0.4094488188976375,0.2485549132947977,0.2153846153846155,0.33333333333333326,0,train
0.6083333333333333,0.13333333333333336,0.33734939759036153,0.019938650306748466,0.10963455149501661,0.05555555555555555,0.12442396313364057,0.20964320154291016,0.3307086614173227,0.20809248554913293,0.2153846153846155,0.5,0,train
0.29166666666666674,0.4133333333333333,0.0,0.019938650306748466,0.11129568106312292,0.03472222222222222,0.06451612903225806,0.20578592092574866,0.606299212598425,0.1965317919075145,0.15384615384615397,0.33333333333333326,0,train
0.29166666666666674,0.38666666666666666,0.0,0.018404907975460124,0.10963455149501661,0.041666666666666664,0.0783410138248848,0.20578592092574866,0.606299212598425,0.1965317919075145,0.15384615384615397,0.33333333333333326,0,train
0.33333333333333337,0.3466666666666666,0.03614457831325301,0.015337423312883437,0.09966777408637875,0.048611111111111105,0.12211981566820276,0.17878495660559324,0.44094488188976344,0.13872832369942198,0.15384615384615397,0.33333333333333326,0,train
0.2833333333333333,0.38,0.0,0.00920245398773006,0.09302325581395349,0.048611111111111105,0.03456221198156682,0.1440694310511077,0.5118110236220472,0.14450867052023122,0.24615384615384617,0.6666666666666665,0,train
0.32499999999999996,0.33333333333333326,0.012048192771084338,0.02147239263803681,0.10631229235880398,0.027777777777777776,0.027649769585253458,0.18649951783992336,0.48818897637795233,0.20231213872832368,0.1692307692307693,0.6666666666666665,0,test
0.30000000000000004,0.27999999999999997,0.21686746987951808,0.08435582822085888,0.10299003322259136,0.05555555555555555,0.22119815668202766,0.20578592092574866,0.4803149606299213,0.33526011560693647,0.32307692307692304,0.33333333333333326,0,train
0.2333333333333334,0.33333333333333326,0.04819277108433735,0.018404907975460124,0.14617940199335533,0.048611111111111105,0.1359447004608295,0.1691417550626788,0.4251968503937005,0.184971098265896,0.12307692307692308,0.33333333333333326,0,train
0.30000000000000004,0.27999999999999997,0.21686746987951808,0.08435582822085888,0.10299003322259136,0.05555555555555555,0.22119815668202766,0.20578592092574866,0.4803149606299213,0.33526011560693647,0.32307692307692304,0.33333333333333326,0,train
0.14166666666666666,0.35666666666666663,0.0,0.015337423312883437,0.132890365448505,0.05208333333333333,0.12211981566820276,0.13828351012536189,0.6614173228346458,0.17341040462427745,0.23076923076923084,0.33333333333333326,0,train
0.32499999999999996,0.3533333333333333,0.1746987951807229,0.015337423312883437,0.17441860465116282,0.027777777777777776,0.05299539170506913,0.19807135969141498,0.4094488188976375,0.7745664739884394,0.10769230769230775,0.33333333333333326,0,test
0.41666666666666674,0.36,0.10843373493975904,0.04907975460122699,0.27740863787375414,0.17708333333333334,0.32027649769585254,0.2212150433944089,0.3307086614173227,0.38150289017341044,0.12307692307692308,0.33333333333333326,0,test
0.41666666666666674,0.36,0.11445783132530121,0.05061349693251534,0.2674418604651163,0.1736111111111111,0.3271889400921659,0.2212150433944089,0.3385826771653542,0.4104046242774567,0.12307692307692308,0.33333333333333326,0,train
0.3833333333333333,0.13333333333333336,0.33734939759036153,0.018404907975460124,0.13787375415282394,0.11805555555555555,0.22350230414746544,0.1884281581485041,0.44094488188976344,0.3063583815028902,0.32307692307692304,0.6666666666666665,0,train
0.35,0.32,0.16867469879518077,0.01687116564417178,0.5963455149501661,0.05208333333333333,0.1152073732718894,0.18649951783992336,0.29133858267716484,0.6127167630057804,0.13846153846153864,0.33333333333333326,0,train
0.29166666666666674,0.33999999999999997,0.04819277108433735,0.05828220858895705,0.12790697674418605,0.017361111111111112,0.05299539170506913,0.19807135969141498,0.5039370078740153,0.16184971098265896,0.0923076923076922,0.16666666666666663,0,train
0.33333333333333337,0.15999999999999998,0.30722891566265065,0.018404907975460124,0.5514950166112956,0.05555555555555555,0.1152073732718894,0.1884281581485041,0.23622047244094446,0.49710982658959546,0.12307692307692308,0.5,0,train
0.41666666666666674,0.09333333333333334,0.2891566265060241,0.018404907975460124,0.11295681063122924,0.09722222222222221,0.12442396313364057,0.18649951783992336,0.5118110236220472,0.1791907514450867,0.15384615384615397,0.5,0,test
0.30833333333333335,0.20666666666666667,0.18674698795180725,0.02607361963190184,0.12126245847176063,0.07638888888888888,0.14976958525345624,0.21350048216007522,0.6141732283464565,0.2485549132947977,0.19999999999999996,0.33333333333333326,0,test
0.33333333333333337,0.23333333333333328,0.12650602409638556,0.015337423312883437,0.1611295681063123,0.03125,0.07142857142857144,0.1826422372227583,0.3385826771653542,0.3988439306358381,0.1692307692307693,0.33333333333333326,0,train
0.3833333333333333,0.2733333333333333,0.06626506024096386,0.02607361963190184,0.12458471760797342,0.027777777777777776,0.14055299539170507,0.18649951783992336,0.3385826771653542,0.1791907514450867,0.15384615384615397,0.33333333333333326,0,train
